*sample_name,biosample number,sample_title,bioproject_accession,*organism,host,isolation_source,*collection_date,*geo_loc_name,*lat_lon,altitude,ref_biomaterial,rel_to_oxygen,samp_collect_device,samp_mat_process,samp_size,source_material_id,description,*env_biome,*env_feature,*env_material,Room number and pen (i.e. crate) ID ,Cohort,Antibiotic regimen,Probiotic regimen,Dysentery,DNA extraction plate ID,DNA extraction well ID,Sample_storage_temperature,host_body_habitat,host_diet,host_last_meal,host_life_stage,host_sex,TATTOO,Crate before start of the trial,NURSING_DAM,BIRTH_DAY,LINE,CROSS_BREED,STIGSIRE (male parent),STIGDAM (female parent),host_weight,,,,,,,,,,,,,,
Au14/MC4,SAMN11098539Ê,,PRJNA526405,synthetic metagenome,Bacteria,MockCommunity,14/08/17 0:00,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from bacterial mock community ,Lab,mock community,mock community,not applicable,MockCommunity,not applicable,not applicable,not applicable,plate_4,B7,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
Au14/MC5,SAMN11098540Ê,,PRJNA526405,synthetic metagenome,Bacteria,MockCommunity,14/08/17 0:00,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from bacterial mock community ,Lab,mock community,mock community,not applicable,MockCommunity,not applicable,not applicable,not applicable,plate_5,B2,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
Au14/MC6,SAMN11098541Ê,,PRJNA526405,synthetic metagenome,Bacteria,MockCommunity,14/08/17 0:00,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from bacterial mock community ,Lab,mock community,mock community,not applicable,MockCommunity,not applicable,not applicable,not applicable,plate_6,E2,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
Au14/MC7,SAMN11098542Ê,,PRJNA526405,synthetic metagenome,Bacteria,MockCommunity,14/08/17 0:00,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from bacterial mock community ,Lab,mock community,mock community,not applicable,MockCommunity,not applicable,not applicable,not applicable,plate_7,D5,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
Au14/MC8,SAMN11098543Ê,,PRJNA526405,synthetic metagenome,Bacteria,MockCommunity,14/08/17 0:00,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from bacterial mock community ,Lab,mock community,mock community,not applicable,MockCommunity,not applicable,not applicable,not applicable,plate_8,G1,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
Au14/MC9,SAMN11098544Ê,,PRJNA526405,synthetic metagenome,Bacteria,MockCommunity,14/08/17 0:00,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from bacterial mock community ,Lab,mock community,mock community,not applicable,MockCommunity,not applicable,not applicable,not applicable,plate_9,A8,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/ColiGuard_P03,SAMN11098545Ê,,PRJNA526405,probiotic metagenome ,Bacteria,ColiGuard,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic ColiGuard,Probiotic ColiGuard,not applicable,PosControl_ColiGuard,not applicable,not applicable,not applicable,plate_3,H1,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/Protexin_P03,SAMN11098546Ê,,PRJNA526405,probiotic metagenome ,Bacteria,Protexin,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic Protexin,Probiotic Protexin,not applicable,PosControl_D-scour,not applicable,not applicable,not applicable,plate_3,F4,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/Protexin_P04,SAMN11098547Ê,,PRJNA526405,probiotic metagenome ,Bacteria,Protexin,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic Protexin,Probiotic Protexin,not applicable,PosControl_D-scour,not applicable,not applicable,not applicable,plate_4,D1,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/ColiGuard_P04,SAMN11098548Ê,,PRJNA526405,probiotic metagenome ,Bacteria,ColiGuard,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic ColiGuard,Probiotic ColiGuard,not applicable,PosControl_ColiGuard,not applicable,not applicable,not applicable,plate_4,D3,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/Protexin_P05,SAMN11098549Ê,,PRJNA526405,probiotic metagenome ,Bacteria,Protexin,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic Protexin,Probiotic Protexin,not applicable,PosControl_D-scour,not applicable,not applicable,not applicable,plate_5,G6,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/ColiGuard_P05,SAMN11098550Ê,,PRJNA526405,probiotic metagenome ,Bacteria,ColiGuard,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic ColiGuard,Probiotic ColiGuard,not applicable,PosControl_ColiGuard,not applicable,not applicable,not applicable,plate_5,C2,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/ColiGuard_P06,SAMN11098551Ê,,PRJNA526405,probiotic metagenome ,Bacteria,ColiGuard,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic ColiGuard,Probiotic ColiGuard,not applicable,PosControl_ColiGuard,not applicable,not applicable,not applicable,plate_6,A2,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/Protexin_P06,SAMN11098552Ê,,PRJNA526405,probiotic metagenome ,Bacteria,Protexin,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic Protexin,Probiotic Protexin,not applicable,PosControl_D-scour,not applicable,not applicable,not applicable,plate_6,D4,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/Protexin_P07,SAMN11098553Ê,,PRJNA526405,probiotic metagenome ,Bacteria,Protexin,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic Protexin,Probiotic Protexin,not applicable,PosControl_D-scour,not applicable,not applicable,not applicable,plate_7,A9,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/ColiGuard_P07,SAMN11098554Ê,,PRJNA526405,probiotic metagenome ,Bacteria,ColiGuard,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic ColiGuard,Probiotic ColiGuard,not applicable,PosControl_ColiGuard,not applicable,not applicable,not applicable,plate_7,B7,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/Protexin_P08,SAMN11098555Ê,,PRJNA526405,probiotic metagenome ,Bacteria,Protexin,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic Protexin,Probiotic Protexin,not applicable,PosControl_D-scour,not applicable,not applicable,not applicable,plate_8,F3,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/ColiGuard_P08,SAMN11098556Ê,,PRJNA526405,probiotic metagenome ,Bacteria,ColiGuard,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic ColiGuard,Probiotic ColiGuard,not applicable,PosControl_ColiGuard,not applicable,not applicable,not applicable,plate_8,F1,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/Protexin_P09,SAMN11098557Ê,,PRJNA526405,probiotic metagenome ,Bacteria,Protexin,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic Protexin,Probiotic Protexin,not applicable,PosControl_D-scour,not applicable,not applicable,not applicable,plate_9,H5,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/ColiGuard_P09,SAMN11098558Ê,,PRJNA526405,probiotic metagenome ,Bacteria,ColiGuard,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic ColiGuard,Probiotic ColiGuard,not applicable,PosControl_ColiGuard,not applicable,not applicable,not applicable,plate_9,G8,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/Protexin_P10,SAMN11098559Ê,,PRJNA526405,probiotic metagenome ,Bacteria,Protexin,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic Protexin,Probiotic Protexin,not applicable,PosControl_D-scour,not applicable,not applicable,not applicable,plate_10,G2,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
18Ja24/ColiGuard_P10,SAMN11098560Ê,,PRJNA526405,probiotic metagenome ,Bacteria,ColiGuard,24/01/18 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,DNA extracted from probiotic ,Lab,Probiotic ColiGuard,Probiotic ColiGuard,not applicable,PosControl_ColiGuard,not applicable,not applicable,not applicable,plate_10,F7,-80C,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
NA/neg.control_P01Ê,SAMN11098561Ê,,PRJNA526405,metagenome,not applicable,NegativeControl,not available,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from negative control sample,Lab,negative control,negative control,not applicable,NegativeControl,not applicable,not applicable,not applicable,plate_1,B6,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
NA/neg.control_P01.2,SAMN11098562Ê,,PRJNA526405,metagenome,not applicable,NegativeControl,not available,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from negative control sample,Lab,negative control,negative control,not applicable,NegativeControl,not applicable,not applicable,not applicable,plate_1,E7,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
NA/neg.control_P02,SAMN11098563Ê,,PRJNA526405,metagenome,not applicable,NegativeControl,not available,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from negative control sample,Lab,negative control,negative control,not applicable,NegativeControl,not applicable,not applicable,not applicable,plate_2,B5,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
NA/neg.control_P02.2,SAMN11098564Ê,,PRJNA526405,metagenome,not applicable,NegativeControl,not available,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from negative control sample,Lab,negative control,negative control,not applicable,NegativeControl,not applicable,not applicable,not applicable,plate_2,F4,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
NA/neg.control_P03,SAMN11098565Ê,,PRJNA526405,metagenome,not applicable,NegativeControl,not available,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from negative control sample,Lab,negative control,negative control,not applicable,NegativeControl,not applicable,not applicable,not applicable,plate_3,C2,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
NA/neg.control_P03.2,SAMN11098566Ê,,PRJNA526405,metagenome,not applicable,NegativeControl,not available,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from negative control sample,Lab,negative control,negative control,not applicable,NegativeControl,not applicable,not applicable,not applicable,plate_3,C12,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
NA/neg.control_P04,SAMN11098567Ê,,PRJNA526405,metagenome,not applicable,NegativeControl,not available,"NSW, Australia","33.8832å¡ S, 151.2005å¡ E",21,,,,,,,DNA extracted from negative control sample,Lab,negative control,negative control,not applicable,NegativeControl,not applicable,not applicable,not applicable,plate_4,B3,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,
